Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled RRV Richmond,Current Quantity RRV Richmond,New Quantity RRV Richmond,Stock Alert Enabled RRV Richmond,Stock Alert Count RRV Richmond,Price RRV Richmond,Enabled TVM McHenry,Current Quantity TVM McHenry,New Quantity TVM McHenry,Stock Alert Enabled TVM McHenry,Stock Alert Count TVM McHenry,Price TVM McHenry
UF7Y5JEZD54XNLGYQV3XOMWK,Abstract Neon Floral Delight,"Extra Large 24 x 33 Inches (A1), Gunmetal - 121569, No",,,,,,,,,visible,Physical good,,,,,,,,143.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Extra Large 24 x 33 Inches (A1),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gunmetal - 121569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
QKUBTQO2W4CLH4F2I55BEWZT,Abstract Neon Floral Delight,"Extra Large 24 x 33 Inches (A1), Matte Black - 204369, Yes",,,,,,,,,visible,Physical good,,,,,,,,160.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Extra Large 24 x 33 Inches (A1),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Matte Black - 204369,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
TPSOVR6WWQ44ZTMSHGYFXVRD,Abstract Neon Floral Delight,"Extra Large 24 x 33 Inches (A1), Matte Black - 204369, No",,,,,,,,,visible,Physical good,,,,,,,,143.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Extra Large 24 x 33 Inches (A1),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Matte Black - 204369,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
6BZJPFJTX7SXXPEDEQIAJ4G3,Abstract Neon Floral Delight,"Extra Large 24 x 33 Inches (A1), Gold - 204469, Yes",,,,,,,,,visible,Physical good,,,,,,,,160.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Extra Large 24 x 33 Inches (A1),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 204469,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
CMVGZRUM4UCJSWUOQCJF6G3D,Abstract Neon Floral Delight,"Extra Large 24 x 33 Inches (A1), Gold - 204469, No",,,,,,,,,visible,Physical good,,,,,,,,143.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Extra Large 24 x 33 Inches (A1),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 204469,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
5XOEEKI6JVKORZK3LDPAIKTY,Abstract Neon Floral Delight,"Extra Large 24 x 33 Inches (A1), Silver - 204569, Yes",,,,,,,,,visible,Physical good,,,,,,,,160.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Extra Large 24 x 33 Inches (A1),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Silver - 204569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
QME7MVKTFAYGYMXROP5IFYLU,Abstract Neon Floral Delight,"Extra Large 24 x 33 Inches (A1), Silver - 204569, No",,,,,,,,,visible,Physical good,,,,,,,,143.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Extra Large 24 x 33 Inches (A1),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Silver - 204569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
VRTF4RCGTPMYTDKCRW2KISZB,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Gold - 422969, Yes",,,,,,,,,visible,Physical good,,,,,,,,66.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 422969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
VJ5IUNGYMMCSJIAUEC7BWNSF,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Gold - 422969, No",,,,,,,,,visible,Physical good,,,,,,,,60.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 422969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
YBC6C2O6MHVWCTO4J24PLWL6,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Teak - 123869, Yes",,,,,,,,,visible,Physical good,,,,,,,,71.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Teak - 123869,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
FU56JTKZ5RIUTINZUIS46NTR,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Teak - 123869, No",,,,,,,,,visible,Physical good,,,,,,,,66.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Teak - 123869,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
ZVC5B6TS6P7GZ256G3M6QIZV,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), White - 105969, Yes",,,,,,,,,visible,Physical good,,,,,,,,71.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,White - 105969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
WBMJBBEDEZTELYWEZKNPSOIS,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), White - 105969, No",,,,,,,,,visible,Physical good,,,,,,,,66.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,White - 105969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
7SB2OGDYL5P5GQG2T5RUZENL,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Black - 420269, Yes",,,,,,,,,visible,Physical good,,,,,,,,66.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Black - 420269,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
BDKL3WEODM34CIIX25IWESMN,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Black - 420269, No",,,,,,,,,visible,Physical good,,,,,,,,60.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Black - 420269,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
J5EXJKAVZXZOQHECFRYPMVPO,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), White - 471769, Yes",,,,,,,,,visible,Physical good,,,,,,,,66.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,White - 471769,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
SX35APMTRKG33WZSZFJOV3UJ,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), White - 471769, No",,,,,,,,,visible,Physical good,,,,,,,,60.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,White - 471769,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
PDI7QQT3S6BOOWOIKAORKZNB,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Gunmetal - 121569, Yes",,,,,,,,,visible,Physical good,,,,,,,,71.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gunmetal - 121569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
TUGKR4HW6S7ORZPVNCI52MZA,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Gunmetal - 121569, No",,,,,,,,,visible,Physical good,,,,,,,,66.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gunmetal - 121569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
TL4Q536L4XLUMEUQRP5B5E3I,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Matte Black - 204369, Yes",,,,,,,,,visible,Physical good,,,,,,,,71.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Matte Black - 204369,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
GFV5JHPZRL34ETTBBFDBV2UZ,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Matte Black - 204369, No",,,,,,,,,visible,Physical good,,,,,,,,66.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Matte Black - 204369,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
LPSMCTC2IKBALSJBG2Q7GDNV,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Gold - 204469, Yes",,,,,,,,,visible,Physical good,,,,,,,,71.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 204469,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
FVXAHAGPUYZ2VIH5DE27DWHA,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Gold - 204469, No",,,,,,,,,visible,Physical good,,,,,,,,66.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 204469,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
3QVUGW7D5EDLVITFHZO2NKPC,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Silver - 204569, Yes",,,,,,,,,visible,Physical good,,,,,,,,71.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Silver - 204569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
RYAMWBQWBEANWVFVEUFIOPY4,Abstract Neon Floral Delight,"Small 8 x 12 Inches (A4), Silver - 204569, No",,,,,,,,,visible,Physical good,,,,,,,,66.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Small 8 x 12 Inches (A4),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Silver - 204569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
FOA2T3M3VFI5V5W5RJEGSDAX,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Gold - 422969, Yes",,,,,,,,,visible,Physical good,,,,,,,,79.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 422969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
5XZDHLAECH2KY5ROVLAZD64R,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Gold - 422969, No",,,,,,,,,visible,Physical good,,,,,,,,71.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 422969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
PVWGEHXYNXG6SJSROT43IRU4,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Teak - 123869, Yes",,,,,,,,,visible,Physical good,,,,,,,,84.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Teak - 123869,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
Z2ZYAIO3XGRLKYI2LRQU42OP,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Teak - 123869, No",,,,,,,,,visible,Physical good,,,,,,,,77.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Teak - 123869,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
7F5WDJOCRXHH72HLVHVQ6HOU,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), White - 105969, Yes",,,,,,,,,visible,Physical good,,,,,,,,84.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,White - 105969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
GIBR7IFBMEOGU7SREMONTFUV,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), White - 105969, No",,,,,,,,,visible,Physical good,,,,,,,,77.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,White - 105969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
EFO5EASTAYBLL3VLBABX7WYA,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Black - 420269, Yes",,,,,,,,,visible,Physical good,,,,,,,,79.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Black - 420269,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
TDX4DGAHPY5CDMSF3NKNHZK6,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Black - 420269, No",,,,,,,,,visible,Physical good,,,,,,,,71.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Black - 420269,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
6EF5K7CRIJIJX6YLHLR2JWKO,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), White - 471769, Yes",,,,,,,,,visible,Physical good,,,,,,,,79.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,White - 471769,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
WYIGKW46H2ZBTNAVH6VDNDML,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), White - 471769, No",,,,,,,,,visible,Physical good,,,,,,,,71.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,White - 471769,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
DBDLTR26GVXM5OZUTW6B5FWR,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Gunmetal - 121569, Yes",,,,,,,,,visible,Physical good,,,,,,,,84.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gunmetal - 121569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
UVPD4MGUKMFBAXGRYS2QFYBQ,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Gunmetal - 121569, No",,,,,,,,,visible,Physical good,,,,,,,,77.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gunmetal - 121569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
BSU2YOZHDOB5Y7DBDW45GQWL,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Matte Black - 204369, Yes",,,,,,,,,visible,Physical good,,,,,,,,84.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Matte Black - 204369,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
LBQ2QRABAKXV3JX46PWPQNJ5,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Matte Black - 204369, No",,,,,,,,,visible,Physical good,,,,,,,,77.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Matte Black - 204369,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
F64BTV5UUHZB52HENUZUDKER,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Gold - 204469, Yes",,,,,,,,,visible,Physical good,,,,,,,,84.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 204469,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
XBPLYDVN2VFMYNXAM6Q2ESY7,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Gold - 204469, No",,,,,,,,,visible,Physical good,,,,,,,,77.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 204469,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
BB7PDMJUIC26H6UFH5JLF2EX,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Silver - 204569, Yes",,,,,,,,,visible,Physical good,,,,,,,,84.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Silver - 204569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
AIAMW2AWHHB4DFFPWDXRFMOT,Abstract Neon Floral Delight,"Medium 12 x 16 Inches (A3), Silver - 204569, No",,,,,,,,,visible,Physical good,,,,,,,,77.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Medium 12 x 16 Inches (A3),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Silver - 204569,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
FK3NPRO2OUSHBJ2YZIB5FJ7S,Abstract Neon Floral Delight,"Large 16 x 24 Inches (A2), Gold - 422969, Yes",,,,,,,,,visible,Physical good,,,,,,,,103.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Large 16 x 24 Inches (A2),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 422969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
L224ISQV2T63J6C5B2FMTJRF,Abstract Neon Floral Delight,"Large 16 x 24 Inches (A2), Gold - 422969, No",,,,,,,,,visible,Physical good,,,,,,,,90.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Large 16 x 24 Inches (A2),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Gold - 422969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
VU26A4HQZUCWZ5ZER65PACRW,Abstract Neon Floral Delight,"Large 16 x 24 Inches (A2), Teak - 123869, Yes",,,,,,,,,visible,Physical good,,,,,,,,107.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Large 16 x 24 Inches (A2),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Teak - 123869,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
3CIVBWZA367Y6DUBCRJ2TWFP,Abstract Neon Floral Delight,"Large 16 x 24 Inches (A2), Teak - 123869, No",,,,,,,,,visible,Physical good,,,,,,,,94.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Large 16 x 24 Inches (A2),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,Teak - 123869,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,No,,,,N,,,,,,Y,1000,,,,
FH26HAQXBGT7YG7SX5ONQ7XH,Abstract Neon Floral Delight,"Large 16 x 24 Inches (A2), White - 105969, Yes",,,,,,,,,visible,Physical good,,,,,,,,107.23,,N,,,,N,#sized0e5eb96-0519-4317-96c3-908e72ddc364,Large 16 x 24 Inches (A2),#colourd0e5eb96-0519-4317-96c3-908e72ddc364,White - 105969,#gallery-mountedd0e5eb96-0519-4317-96c3-908e72ddc364,Yes,,,,N,,,,,,Y,1000,,,,
