Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled RRV Richmond,Current Quantity RRV Richmond,New Quantity RRV Richmond,Stock Alert Enabled RRV Richmond,Stock Alert Count RRV Richmond,Price RRV Richmond,Enabled TBDL Richmond,Current Quantity TBDL Richmond,New Quantity TBDL Richmond,Stock Alert Enabled TBDL Richmond,Stock Alert Count TBDL Richmond,Price TBDL Richmond,Enabled TVM McHenry,Current Quantity TVM McHenry,New Quantity TVM McHenry,Stock Alert Enabled TVM McHenry,Stock Alert Count TVM McHenry,Price TVM McHenry,Enabled TVM Richmond,Current Quantity TVM Richmond,New Quantity TVM Richmond,Stock Alert Enabled TVM Richmond,Stock Alert Count TVM Richmond,Price TVM Richmond
VOK7QSL66UUAXVGAW2LERBKM,Black Agate Yoga Bracelet,"8, Black, Lobster Claw",,"Black Agate bracelet with a lobster clasp in silver tone. Notice the marbling in certain beads and the way each faceted bead sparkles! Perfect to wear along with your yoga/meditation attire and versatile enough to wear with a pretty flowing dress!

It is said that Black Agate provides peace, calm and inner strength.

 

 

 *Length: 8 inches with a 1.5 inch extender

 Agate rounds, faceted

 Lobster clasp

 Base metal 

 Handmade",,,,,,,visible,Physical good,,,,Y,,,,45.23,,N,,N,,N,#size1d81b1c2-38a8-421f-b03d-db6ed3672108,8,#color1d81b1c2-38a8-421f-b03d-db6ed3672108,Black,#design1d81b1c2-38a8-421f-b03d-db6ed3672108,Lobster Claw,,,,N,,,,,,N,,,,,,Y,100,,,,,N,,,,,
CN6QQNYRBIRBW762NXSR4U74,Black Tourmaline Quartz Stretch Bracelet! Natural Crystals & Handmade!,"6.75"" (XS)",,"<p></p><p><strong><em><u>Black Tourmaline Crystal Quartz</u></em></strong> stretch bracelet! This beaded bracelet is handmade using only genuine crystals and gemstones.</p><p><br/></p><p>Tourmaline Quartz combines the properties of Tourmaline and Clear</p><p>Quartz Crystal.  Tourmaline purifies ones own energies and protects from</p><p>negativity, while Quartz amplifies energies focused through it.  </p><p>This</p><p>combination makes Tourmaline Quartz a powerful shield-stone that can convert the negative energy</p><p>into positive energy for the wearer.<br/></p><p><br/></p><p> <br/></p><p><br/></p><p>Black Tourmaline is an extremely powerful protector, blocking negative energy. It is one of the most sought after metaphysical tools because of this protective quality!</p><p><br/></p><p>Crystal</p><p>Quartz is a master healer that brings clarity to any situation. This crystal</p><p>reminds us to change our perspective and see from all sides. It’s also used to</p><p>cleanse and then amplify positive energy. </p><p><br/></p><p>Crystal Quartz is a powerful healer</p><p>that can be used in ALL CHAKRAS and influences ALL ZODIAC signs!</p><p>Black Tourmaline is a Root Chakra stone and has these Zodiac Influences: Capricorn - Virgo - Libra</p><p><br/></p><p> <br/></p><p>This bracelet is handmade with love in the USA using only high quality components!</p><p><br/></p>",,,,,,,visible,Physical good,,,,Y,,,,53.23,,N,,N,,N,#sizec788078d-4a8d-4e77-bfa6-27a94894a939,"6.75"" (XS)",,,,,,,,N,,,,,,N,,,,,,Y,19,,,,,N,,,,,
JC3GO3WVT5ZJ6QCLFCHK5TAY,Black Tourmaline Quartz Stretch Bracelet! Natural Crystals & Handmade!,"7.75"" (XL)",,,,,,,,,visible,Physical good,,,,,,,,60.23,,N,,,,N,#sizec788078d-4a8d-4e77-bfa6-27a94894a939,"7.75"" (XL)",,,,,,,,N,,,,,,N,,,,,,Y,20,,,,,N,,,,,
MEHAHCC5QRRVRREJWAZFQTPB,Black Tourmaline Quartz Stretch Bracelet! Natural Crystals & Handmade!,"8"" (XXL)",,,,,,,,,visible,Physical good,,,,,,,,62.23,,N,,,,N,#sizec788078d-4a8d-4e77-bfa6-27a94894a939,"8"" (XXL)",,,,,,,,N,,,,,,N,,,,,,Y,19,,,,,N,,,,,
H7TO3WHWA4RJD2MBAYUA3HYY,Black Tourmaline Quartz Stretch Bracelet! Natural Crystals & Handmade!,"7"" (Standard)",,,,,,,,,visible,Physical good,,,,,,,,55.23,,N,,,,N,#sizec788078d-4a8d-4e77-bfa6-27a94894a939,"7"" (Standard)",,,,,,,,N,,,,,,N,,,,,,Y,15,,,,,N,,,,,
IV7667F2ERQM4HBDA45WMNTI,Black Tourmaline Quartz Stretch Bracelet! Natural Crystals & Handmade!,"7.5"" (L)",,,,,,,,,visible,Physical good,,,,,,,,57.23,,N,,,,N,#sizec788078d-4a8d-4e77-bfa6-27a94894a939,"7.5"" (L)",,,,,,,,N,,,,,,N,,,,,,Y,18,,,,,N,,,,,
HZLMVLCPREI4LB4BFRP64KMR,Bluetooth Speaker Star Light Projector Starry LED Galaxy Lamp,,,"<p></p><p></p><p><b>FEATURE</b><b>S</b><b>:</b></p><p>1.DURABLE AND BABY-SAFE : Made with the safety of children in mind, sturdily constructed and provides a 100% safe playing environment.</p><p>2.STARRY SKY NIGHT LIGHT : Projects a complete starry night sky onto the walls and ceiling of any room. Transform nurseries and bedrooms into a starry sanctuary that comforts and calms kids and baby boys and girls. Three soothing color options white ,warm white,blue create magical, tranquil environments. The space at the height of 2.8m/9.18ft is more effective.</p><p>3.REMOTE OR BUTTON CONTROL: Press the button to turn on and press 1.5s to change color .Also you can use remote control. What&#39;s more ,with remote control night lamp can rotate. </p><p>4.CONVENIENT: The method of electricity supply:USB connection.</p><p>5.COLOR MODE: Night lamp has 3 colors lighting:White ,Warm White ,Blue in one lamp.</p><p>6.WITH REMOTE CONTROL STYLE:With a 1500mah lithium battery, rechargebale, portable, it can be used anywhere without connecting to a USB.</p><p><b>PARAMETER:</b></p><p>Functions:3 color lighting,bluetooth speaker,Remote control.</p><p>1. CHARGING: USB charge</p><p>2. RATED VOLTAGE: 5 V</p><p>3. POWER: 3 W</p><p>4. MATERIAL: ABS+PP</p><p>5.SIZE: </p><p>6. IllUMINATED AREA: Projection height 2.8m. Projection area 12 square meters.</p><p>7.Battery:1500mAh</p><p><b>INSTALLATION STEP:</b></p><p>1.  1.Tear flim</p><p>2.  2. Fold from smooth to rough inside</p><p>3.  3. Insert the three corresponding pieces tightly </p><p>4. 4. Plcae the lampshade at 45° 5. Fasten base to the lampshade</p><p><b>WHAT IS IN THE BOX?</b></p><p> 1*STAR NIGHT LIGHT</p><p> 1*USB WIRE</p><p> 1*INSTRUCTION MANUAL</p><p> 1*REMOTE CONTROL</p><p><strong>Note:Products need to be assembled manually(easy to finish).</strong></p>",,,,,,,visible,Physical good,,,,Y,,,,76.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,967,,,,,N,,,,,
W22KWMO7HDSE3O3W6RPJ7UP4,Body & Linen Spray,"BITCH BE GONE- Rose, vanilla, geranium, pa",,"Elevate your space and senses with our versatile 4 oz mist, infused with Quartz Crystals for clarity and charm. Perfect for refreshing your body, linens, car, furniture, and even pet beds, it features a fine mist spray cap and a delightful blend of distilled water, alcohol-free witch hazel, a vegetable-based preservative, and essential and fragrance oils. Choose from fierce floral ""BITCH BE GONE,"" zesty ""SAY GOODBYE TO YOUR OVERGROWN MAN CHILD,"" sweet and sassy ""DON’T MAKE ME GO ALL JERSEY GIRL ON YOU!,"" or calming ""I DON’T RECALL ASKING FOR YOUR OPINION!"" Stay fresh, fierce, and fabulous with every spritz.",TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,Y,,,,40.23,,N,,N,,N,#scent6dfc15d0-74c6-4114-a0fc-0785426cf3ca,"BITCH BE GONE- Rose, vanilla, geranium, pa",,,,,,,,N,,,,,,N,,,,,,Y,5000,,,,,N,,,,,
EOUB4DGS76Q3PDBTUYPXMS4N,Body & Linen Spray,SAY GOODBYE TO YOUR OVERGROWN MAN CHILD--C,,,TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,,,,,40.23,,N,,,,N,#scent6dfc15d0-74c6-4114-a0fc-0785426cf3ca,SAY GOODBYE TO YOUR OVERGROWN MAN CHILD--C,,,,,,,,N,,,,,,N,,,,,,Y,5000,,,,,N,,,,,
QK3ZXFF6XIXG7CKQC6JAGQ47,Body & Linen Spray,DON''T MAKE ME GO ALL JERSEY GIRL ON YOU! S,,,TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,,,,,40.23,,N,,,,N,#scent6dfc15d0-74c6-4114-a0fc-0785426cf3ca,DON''T MAKE ME GO ALL JERSEY GIRL ON YOU! S,,,,,,,,N,,,,,,N,,,,,,Y,5000,,,,,N,,,,,
QXCI2TNMQPTBV6ST5ODDMZFY,Body & Linen Spray,I DON''T RECALL ASKING FOR YOUR OPINION! --,,,TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,,,,,40.23,,N,,,,N,#scent6dfc15d0-74c6-4114-a0fc-0785426cf3ca,I DON''T RECALL ASKING FOR YOUR OPINION! --,,,,,,,,N,,,,,,N,,,,,,Y,5000,,,,,N,,,,,
D3GPSABWABUQHARAWACG66RI,CELESTIAL MOON w/ CRYSTALS & ROSES 12oz travel tumbler,,,"<p>Keeping your drinks cold has never been this spiritually cool. Our gorgeous, high quality CELESTIAL MOON w/ CRYSTALS & ROSES 12oz travel tumblers are designed with double wall vacuum insulation to keep your hot drinks warm for up to five hours and cold drinks cold for up to 12 hours. The durable stainless steel outside keeps condensation away, so you can use them for both hot and cold drinks without the need to ‘sweat’ over what’s on your cup. Plus, they come with an easy-to-use lid that’s straw friendly, so you can sip without the hassle of removing it each time! </p>
<p><meta charset=""utf-8""><span>handmade to order in ❤california❤</span></p>",,,,,,,visible,Physical good,,,,Y,,,,52.23,,N,,,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,100,,,,,N,,,,,
PASYHRTWQENGGPAAM64TADA7,CRYSTALS & ROSES 12oz travel tumbler,,,"With this unique design you can show off your love of CRYSTALS & ROSES! This 12oz Travel Tumbler comes with a pop-on, straw compatible lid and is dishwasher safe so you can easily clean it. Each tumbler's exterior is hand printed to give a smooth finish and an excellent feel that will not fade, peel or scratch. The interior does not sweat like traditional tumblers, keeping your hands dry. It keeps cold drinks cold and hot drinks hot for hours. 

handmade to order in ❤california❤",,,,,,,visible,Physical good,,,,Y,,,,52.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,100,,,,,N,,,,,
VSKXZWUAQCAHFG2TOLCG6LRF,Calm - Just Chill - Wood Roll-On Pure Essential Oils,5ml,,"<p></p><p>Pure Essential Oils diluted with fractionated organic coconut oil to make skin safe. Roll this blend on your temples or upper lip to help promote a sense of calmness. </p><p></p><p>Calm your mind with this relaxing blend as a peaceful escape from your busy day.</p><p></p><p>With tarragon, basil, sweet marjoram, lavender, and other soothing oils, the products with the <em>Just Chill</em> blend will help you melt your worries </p><p></p><p>Tarragon and basil help with relaxation; cypress and marjoram increase warmth and positive blood flow, and other ingredients help with increased calm.. </p><p></p><p>We only use the purest essential oils harvested from the industry leader in purity, Nature&#39;s Fusions.</p><p></p><p><strong>Breathe Deep, Breathe Goodness.</strong></p><p></p><p><strong>Contains: </strong>Basil (Ocimum <em>basilicum),</em> Clary Sage (<em>Salvia sclarea</em>), Cypress (<em>Cupressus sempervirens</em>), Lavender (<em>Lavandula angustifolia</em>), Mandarin (<em>Citrus reticulata</em>), Tarragon (<em>Artemisia dracunculus</em>), Marjoram (<em>Origanum marjorana</em>), Spikenard (<em>Nardostachys jatamansi</em>), Roman Chamomile (<em>Anthemis nobilis</em>), Ylang Ylang (<em>Cananga odorata</em>), Neroli (<em>Citrus aurantium amara</em>) &amp; Rose (<em>Rosa damascena</em>) pure essential oils.</p><p></p><p><strong>Caution:</strong> Citrus oils may cause topical photosensitivity. If pregnant or lactating, consult your doctor before use. For external use only. Keep out of reach of children. Avoid contact with eyes.</p><p></p><p>Never tested on animals.</p>",,,,,,,visible,Physical good,,,,Y,,,,51.23,,N,,N,,N,#style54fa8404-733d-4b8b-9bc9-209fd90c4dd8,5ml,,,,,,,,N,,,,,,N,,,,,,Y,99,,,,,N,,,,,
LS2LZQL75IYCTV3KZEE7OUZW,Calm - Just Chill - Wood Roll-On Pure Essential Oils,10ml,,,,,,,,,visible,Physical good,,,,,,,,59.23,,N,,,,N,#style54fa8404-733d-4b8b-9bc9-209fd90c4dd8,10ml,,,,,,,,N,,,,,,N,,,,,,Y,96,,,,,N,,,,,
YYURX5OMRGNXY5CUHORN52YG,Chakra Incense Balancing Kit,,,"This Chakra Incense Balancing Kit contains 7 individual packs of 10 incense sticks. Each pack represents one of the seven chakras and a different fragrance; Root - Strawberry, Sacral - Orange, Solar Plexus - Lemon, Heart - Mint, Throat - Blueberry, Third Eye - Lavender, Crown - Blackberry. Wooden Incense holder included. Dimensions: H22cm x W27cm x D2cm; Material: Incense",,,,,,,visible,Physical good,,,,Y,,,,36.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,1180,,,,,N,,,,,
QHBZQ2OZOWSV7MMGVL3DO2SQ,Charles-Hubert- Paris  Dual Time Mechanical Pocket Watch,,,"<p></p><p>Elegant piece of Charles Hubert Pocket Watch features 51 mm diameter, raised silver colored roman numerals, blue hour, minute and second hand. Chrome Plated stainless steel case, scratch resistant crystals, 17 jewel skeletonized mechanical movement with blue screws.</p><br/><br/><ul><li>Dual time zone skeleton dial with roman numerals.<br/></li><li>51 mm open face case with a matching curb chain.<br/></li><li>Deluxe gift box.<br/></li><li>Dial color: white.<br/></li><li>Bezel Function: stationary.<br/></li><li>Movement: mechanical-hand-wind.</li></ul>",Timeless Treasures,Timeless Treasures,,,,,visible,Physical good,,,,Y,N,N,N,321.00,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,N,8,,,,,Y,,,,,
QDBBJTPFWFGCGJWFZOOXZI3K,Chrysalis Tarot by Toney Brooks,,,"Discover the enchanting world of the Chrysalis Tarot, a captivating deck designed to awaken your inner wisdom and illuminate your unique path toward personal destiny. Each card is adorned with exquisitely detailed artwork, bringing to life a mesmerizing cast of Otherworld characters and mythological archetypes that serve as your guides on a profound spiritual journey.

Within the Minor Arcana, you'll encounter a delightful troupe of medieval messengers—vibrant figures infused with charm and insight—who inspire and motivate you to chase your dreams and embrace your true potential. The deck’s rich symbolism and intricate imagery provide layers of meaning, inviting both novice and seasoned tarot readers to explore new depths in their readings.

This beautifully crafted set includes 78 thoughtfully designed cards and a comprehensive 60-page guidebook that offers insightful interpretations, helping you unlock the full power of each card. The card stack measures 4 3/4"" x 2 7/8"" x 1 1/8"", making it a perfect companion for both personal reflection and professional readings.

Step into the mystical realm of the Chrysalis Tarot and let its magical energy lead you on a transformative journey of self-discovery and enlightenment.",TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,Y,,,,78.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,2,,,,,N,,,,,
QSTQXN4GXFD4NPHA4F7ODEA5,Citrine Tumble Stones-Natural Crystals-High Quality Crystals,100g,,"Citrine Tumble Stones-Natural Crystals-Clarity-Healing-High Quality Crystals

======================

Price is for 100 grams
======================

Citrine is a stone as bright as its energy. Everything about this stone emanates positivity and joy. It helps to promote joy and happiness and can also assist in removing mental blocks and clearing energy. Citrine will help to bring light, abundance positivity and creativity into your life.

Polished Citrine tumbled gemstones. The pictures do not do justice to the beauty of this sunshine reflecting from the golden crystal from Brazil.

The citrine crystal never needs to be cleansed of negative energy. It transmutes it into joy.

100% authentic, original and natural Healing Crystals - small holes, crack marks on the surface or inside the stones are often visible.

==========================

Sizes: available in different sizes from 15 mm to 35mm
Weight: available in 15 gram to 30 gram pcs. 

==========================

 

======================================================

NOTE:
This is hand-carved from natural gemstones
There will be slight variation in terms of color, texture, size etc.
Gemstones have some wonderful variations unique to each stone.
Photos are representing items from lots. color can vary from lot to lot.

=======================================================",,,,,,,visible,Physical good,,,,Y,,,,64.23,,N,,N,,N,#weighte39004cc-70d8-47c4-a3c4-5a1250b51c01,100g,,,,,,,,N,,,,,,N,,,,,,Y,10,,,,,N,,,,,
4CW76KQ2EYQMUYXVT63AVOAL,Citrine Tumble Stones-Natural Crystals-High Quality Crystals,200g,,,,,,,,,visible,Physical good,,,,,,,,82.23,,N,,,,N,#weighte39004cc-70d8-47c4-a3c4-5a1250b51c01,200g,,,,,,,,N,,,,,,N,,,,,,Y,0,,,,,N,,,,,
SRD2LP6OH35CV26AH77X4PAB,Coconut Oil Face & Body Moisturizer 4oz,Standard,SKU_591,"The Coconut Oil Face and Body Moisturizer is formulated to provide a shield against environmental aggressors, reducing premature signs of aging. With powerful natural antioxidant properties and hydration, this fast-absorbing oil will soothe, calm, and nourish skin. Use morning and night as part of your daily skincare routine or throughout the day as needed - on lightly damp skin after bathing for optimal absorption. Suitable for all skin types, our Coconut Oil Moisturizer works to relieve dryness and dehydration. Ingredients: Glycine Soja (Soybean) Oil, Olea Europaea (Olive) Fruit Oil, Fragrance, Cocos Nucifera (Coconut) Oil, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Aloe Barbadensis Leaf Juice (Aloe Vera), Lavandula Angustifolia (Lavender) Oil, Chamomilla Recutita (Matricaria) Flower Oil, Orbignya Oleifera (Babassu) Seed Oil.",,,,,,,unavailable,Physical good,,,,Y,N,N,N,40.00,,Y,,N,,Y,,,,,,,,,,Y,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,
ENZDPAA4GXFHMPHHPN6FMTUC,Collagen Serum 1oz,Standard,SKU_689,"Achieve a youthful glow with our Collagen Serum. Formulated with Collagen, Retinol and Hyaluronic Acid, this powerhouse of an anti-aging serum is designed to target fine lines, wrinkles, and uneven skin tone and texture. It also helps to strengthen skin with collagen, providing a boost of firmness while locking in moisture for a hydrated complexion. Suitable for all skin types, use nightly after cleansing and toning for maximum efficacy. Let this age-defying elixir work its magic and revel in the revitalized results! Ingredients: Aqua (Water), Polysorbate-20, Glycine Soja (Soybean) Oil, Hydrolyzed Collagen, Retinol, Sodium Hyaluronate, Cocos Nucifera (Coconut) Fruit Juice, Astaxanthin, Fucoxanthin, Chlorella Emersonii Extract, Phenoxyethanol, Sodium PCA, Bisabol, Tocopheryl Acetate, PEG 25 Hydrogenated Castor Oil, Fragrance.",,,,,,,unavailable,Physical good,0,,,Y,N,N,N,60.00,,Y,,N,,Y,,,,,,,,,,Y,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,
UYM65FQN2XXHBIBQUGKP4VDI,Complete Book of Tarot Spreads by Burger & Fiebig,,,"The Complete Book of Tarot Spreads by Burger & Fiebig delves into the profound world of tarot, offering a comprehensive guide to interpretation. Tarot, beyond its visual appeal, serves as a gateway to self-discovery, a cosmic puzzle, and an intricate work of art that unlocks the depths of human intuition. Engaging with tarot not only enhances intuitive abilities but also provides an enjoyable and reflective experience that resonates on both personal and universal levels.

In this imaginative guide, two esteemed authors in the tarot field, Burger and Fiebig, collaborate to demystify the art of tarot reading. They meticulously explore 122 diverse card layouts, each accompanied by clear, step-by-step instructions on when and how to apply them. Whether you’re a novice eager to grasp the basics or an experienced reader seeking to deepen your practice, this book offers invaluable insights.

Readers will learn foundational techniques, such as reading personality and year cards with a personalized approach tailored to individual interests. The guide also delves into the complex dynamics of larger spreads and interconnected card networks, empowering readers to weave intricate narratives from the cards.

This rich compendium covers a broad spectrum of methodologies. It includes the “Cycle of the Year” with 20 major layouts that align with seasonal shifts, an exploration of the profound connections between tarot and astrology, and an in-depth examination of the influential Golden Dawn System as developed by Arthur A. Waite and Aleister Crowley.

With its diverse range of approaches and practical tools, this tarot guide serves as an indispensable resource for anyone seeking to uncover insights, navigate life’s challenges, and find answers to the most pressing questions of existence.",TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,Y,,,,61.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,9,,,,,N,,,,,
